formula,processing,structure_type,test_temp_C,Al_at_pct,Co_at_pct,Cr_at_pct,Cu_at_pct,Fe_at_pct,Mn_at_pct,Ni_at_pct,Ti_at_pct,V_at_pct,Zr_at_pct,Nb_at_pct,Mo_at_pct,W_at_pct,Hf_at_pct,Ta_at_pct,Si_at_pct,hardness_HV,density_calc,grain_size_um,yield_strength_MPa,uts_MPa,elongation_pct,young_modulus_calc_GPa
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,OTHER,BCC,25.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.99,20.01,20.01,0.0,0.0,0.0,15.99,0.0,530.0,7.6,100.0,2035.0,2105.0,5.0,109.0
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,OTHER,other,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,591.0,7.1,75.0,2000.0,2368.0,10.0,
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,OTHER,BCC,25.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,9.99,30.0,0.0,0.0,0.0,9.99,0.0,408.0,6.8,2000.0,1280.0,1367.0,4.0,105.0
Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,18.87,0.0,353.0,9.5,105.0,1188.0,,50.0,105.0
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,18.18,0.0,396.0,9.3,86.0,1302.0,,46.0,104.0
Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,17.39,0.0,427.0,9.1,89.0,1415.0,2050.0,30.0,103.0
Al1 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,other,25.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,16.67,0.0,441.0,8.9,92.0,1489.0,1900.0,21.0,
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,295.0,9.9,120.0,1073.0,,50.0,107.0
Al0.25 Mo1 Nb1 Ti1 V1,CAST,BCC,25.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,23.53,23.53,0.0,23.53,23.53,0.0,0.0,0.0,0.0,460.0,7.1,,1250.0,1500.0,13.0,161.0
Al0.5 Mo1 Nb1 Ti1 V1,CAST,BCC,25.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,0.0,22.22,22.22,0.0,0.0,0.0,0.0,487.0,6.8,,1625.0,1800.0,11.0,156.0
Al0.75 Mo1 Nb1 Ti1 V1,CAST,BCC,25.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,21.05,21.05,0.0,21.05,21.05,0.0,0.0,0.0,0.0,517.0,6.6,,1260.0,1300.0,8.0,151.0
Al1 Mo1 Nb1 Ti1 V1,CAST,BCC,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,537.0,6.4,,1375.0,1400.0,3.0,147.0
Mo1 Nb1 Ti1 V1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,441.0,7.3,,1200.0,2050.0,26.0,167.0
Al0.25 Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,23.53,23.53,0.0,23.53,0.0,0.0,0.0,23.53,0.0,,8.8,,1330.0,,,130.0
Al0.5 Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,0.0,22.22,0.0,0.0,0.0,22.22,0.0,,8.5,,1014.0,,,127.0
Al1 Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,,7.9,,993.0,,,122.0
Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,,9.2,,1092.0,,,134.0
Al1 Nb1 Ti1 V1,ANNEAL,BCC,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,448.0,5.5,350.0,1020.0,1318.0,,104.0
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,OTHER,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,540.0,8.0,,1595.0,2046.0,5.0,
Cr1 Nb1 Ti1 V1 Zr1,OTHER,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,482.0,6.6,,1298.0,,3.0,
Cr1 Nb1 Ti1 Zr1,OTHER,other,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,418.0,6.6,,1260.0,,6.0,
Nb0.5 Ti0.5 V1 Zr0.5,OTHER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,304.0,6.4,550.0,918.0,,50.0,105.0
Nb1 Ti1 V1 Zr1,OTHER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,335.0,6.5,550.0,1105.0,,50.0,100.0
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,12.5,0.0,12.5,0.0,0.0,,7.9,,1176.0,1538.0,,115.0
C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,12.5,0.0,12.5,0.0,0.0,,7.8,,1183.0,2139.0,38.0,
C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,12.5,0.0,12.5,0.0,0.0,,7.7,,1201.0,1965.0,33.0,
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,0.0,19.05,19.05,4.76,0.0,19.05,19.05,0.0,395.0,9.9,,1112.0,,50.0,115.0
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,18.18,18.18,9.09,0.0,18.18,18.18,0.0,480.0,9.9,,1317.0,,50.0,123.0
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0,17.39,17.39,13.04,0.0,17.39,17.39,0.0,492.0,9.9,,1373.0,,50.0,130.0
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,16.67,0.0,505.0,9.9,,1512.0,1800.0,12.0,137.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,335.0,9.9,,1015.0,,50.0,107.0
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,16.67,0.0,505.0,9.9,,1512.0,,12.0,137.0
Hf1 Mo1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,542.0,10.2,,1600.0,1743.0,4.0,143.0
Hf1 Mo1 Nb1 Ti1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,,8.7,,1575.0,1640.0,9.0,128.0
Hf1 Mo1 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,,8.7,,1719.0,1803.0,10.0,128.0
Hf1 Nb1 Si0.5 Ti1 V1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,0.0,22.22,0.0,0.0,22.22,0.0,11.11,490.0,7.8,,1399.0,1608.0,11.0,
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.51,0.0,25.02,12.49,0.0,0.0,12.49,12.49,0.0,301.0,8.2,,903.0,990.0,19.0,103.0
Hf1 Nb1 Ta1 Ti1 Zr1,OTHER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,929.0,,50.0,107.0
Hf1 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,,8.4,,879.0,969.0,,89.0
Mo1 Nb1 Ta1 V1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,504.0,10.7,200.0,1525.0,2400.0,21.0,186.0
Mo1 Nb1 Ta1 V1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,536.0,12.4,80.0,1246.0,1270.0,2.0,229.0
Mo1 Nb1 Ta1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,454.0,13.7,200.0,1058.0,1211.0,2.0,250.0
Mo0.3 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,23.26,23.26,23.26,6.98,0.0,0.0,0.0,0.0,,6.7,,1289.0,,,114.0
Mo0.5 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,22.22,22.22,11.11,0.0,0.0,0.0,0.0,,6.8,,1473.0,,,122.0
Mo0.7 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,21.28,21.28,21.28,14.89,0.0,0.0,0.0,0.0,,6.9,,1706.0,,,130.0
Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,18.87,18.87,18.87,24.53,0.0,0.0,0.0,0.0,,7.3,,1496.0,,,150.0
Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,18.18,18.18,27.26,0.0,0.0,0.0,0.0,,7.4,,1603.0,,,156.0
Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,17.54,17.54,17.54,29.83,0.0,0.0,0.0,0.0,,7.5,,1645.0,,,161.0
Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,16.67,33.33,0.0,0.0,0.0,0.0,,7.6,,1765.0,,,169.0
Mo1 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,,7.1,,1779.0,,,141.0
Mo1 Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,6.98,23.26,23.26,23.26,0.0,0.0,0.0,0.0,,7.2,,1455.0,,,142.0
Mo0.1 Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,8.82,29.41,29.41,2.94,0.0,0.0,0.0,0.0,,6.6,,932.0,,,102.0
Mo0.3 Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,8.33,27.78,27.78,8.33,0.0,0.0,0.0,0.0,,6.8,,1312.0,,,112.0
Mo0.5 Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,7.89,26.32,26.32,13.16,0.0,0.0,0.0,0.0,,6.9,,1301.0,,,122.0
Mo0.7 Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.5,25.0,25.0,17.5,0.0,0.0,0.0,0.0,,7.1,,1436.0,,,130.0
Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,6.53,21.74,21.74,28.26,0.0,0.0,0.0,0.0,,7.4,,1603.0,,,153.0
Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84,6.25,20.84,20.84,31.24,0.0,0.0,0.0,0.0,,7.5,,1576.0,,,159.0
Nb1 Ti1 V0.3 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,9.09,30.3,30.3,0.0,0.0,0.0,0.0,0.0,,6.5,,866.0,,,96.0
Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,,6.5,,1104.0,,,100.0
Mo1 Nb1 Ti1 V0.25 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,5.88,23.53,23.53,23.53,0.0,0.0,0.0,0.0,,7.3,,1776.0,3893.0,30.0,142.0
Mo1 Nb1 Ti1 V0.5 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,22.22,22.22,22.22,0.0,0.0,0.0,0.0,,7.2,,1647.0,3307.0,28.0,142.0
Mo1 Nb1 Ti1 V0.75 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,15.79,21.05,21.05,21.05,0.0,0.0,0.0,0.0,,7.2,,1708.0,3929.0,29.0,141.0
Mo1 Nb1 Ti1 V1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,,7.1,,1786.0,3828.0,26.0,141.0
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,27.26,18.18,18.18,18.18,0.0,0.0,0.0,0.0,,7.1,,1735.0,3300.0,20.0,140.0
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,33.33,16.67,16.67,16.67,0.0,0.0,0.0,0.0,,7.0,,1538.0,3176.0,23.0,139.0
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,42.88,14.28,14.28,14.28,0.0,0.0,0.0,0.0,,6.9,,1418.0,2508.0,24.0,138.0
Mo1 Nb1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,,7.3,,1592.0,3450.0,34.0,143.0
Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,CAST,other,25.0,1.54,12.31,12.31,12.31,12.31,12.31,12.31,12.31,12.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,,1862.0,2431.0,1.0,
Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,CAST,BCC,25.0,3.03,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1465.0,2016.0,2.0,174.0
Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,CAST,other,25.0,7.7,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.8,,1461.0,1461.0,1.0,
Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,CAST,other,25.0,0.0,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.3,,1312.0,1312.0,1.0,
Cu1 Mn1 Ni1 Zn0.333,CAST,FCC,25.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,8.3,,215.0,,60.0,167.0
Cu1 Mn1 Ni1 Zn0.25,CAST,FCC,25.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,8.3,,140.0,,65.0,169.0
Al0.111 Cu1 Mn1 Ni1,CAST,other,25.0,3.57,0.0,0.0,32.14,0.0,32.14,32.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,8.1,,515.0,,40.0,
Cu1 Mn1 Ni1 Sn0.111,CAST,other,25.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,8.3,,630.0,,20.0,
Al0.053 Cu1 Mn1 Ni1,CAST,FCC,25.0,1.74,0.0,0.0,32.75,0.0,32.75,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,8.3,,330.0,,45.0,173.0
Cu1 Mn1 Ni1 Sn0.053,CAST,other,25.0,0.0,0.0,0.0,33.33,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,8.4,,380.0,,63.0,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,FCC,25.0,9.09,18.18,18.18,18.18,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,388.0,,,189.0
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,BCC,25.0,28.57,14.29,14.29,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,,1620.0,,,156.0
Al1 Co1 Cr1 Cu1 Fe1 Ni1,CAST,other,25.0,16.67,16.67,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,948.0,,,
Al1 Nb1 Ti1 V1,ANNEAL,other,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,5.5,,1000.0,1280.0,,
Al1 Nb1 Ti1 V1 Zr1,ANNEAL,other,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,,5.8,,1500.0,1675.0,,
Al1 Nb1 Ti1 V1 Zr0.1,ANNEAL,other,25.0,24.39,0.0,0.0,0.0,0.0,0.0,0.0,24.39,24.39,2.44,24.39,0.0,0.0,0.0,0.0,0.0,,5.5,,1290.0,1395.0,,
Al1 Nb1 Ti1 V1 Zr0.25,ANNEAL,other,25.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,23.53,23.53,5.88,23.53,0.0,0.0,0.0,0.0,0.0,,5.6,,1360.0,1480.0,,
Al1 Nb1 Ti1 V1 Zr0.5,ANNEAL,other,25.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,22.22,22.22,11.11,22.22,0.0,0.0,0.0,0.0,0.0,,5.6,,1485.0,,,
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,ANNEAL,other,25.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,27.26,18.18,0.0,0.0,0.0,0.0,0.0,,5.8,,1535.0,1550.0,,
Co1 Cr1 Mo1 Nb1,CAST,other,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,,8.8,,,1419.6,,
Co1 Cr1 Mo1 Nb1 Ti1,CAST,other,25.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,,7.8,,,1096.8,,
Co1 Cr1 Mo1 Nb1 Ti0.2,CAST,other,25.0,0.0,23.81,23.81,0.0,0.0,0.0,0.0,4.76,0.0,0.0,23.81,23.81,0.0,0.0,0.0,0.0,,8.5,,,1905.6,,
Co1 Cr1 Mo1 Nb1 Ti0.4,CAST,BCC,25.0,0.0,22.73,22.73,0.0,0.0,0.0,0.0,9.09,0.0,0.0,22.73,22.73,0.0,0.0,0.0,0.0,,8.3,,,1771.3,,212.0
Co1 Cr1 Mo1 Nb1 Ti0.5,CAST,other,25.0,0.0,22.22,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,22.22,0.0,0.0,0.0,0.0,,8.2,,,1609.2,,
Cr1 Hf1 Nb1 Ti1 Zr1,ANNEAL,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.2,,1457.0,1908.0,,
Cr1 Hf1 Nb1 Ti1 Zr1,ANNEAL,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.2,,1420.0,1885.0,4.2,
Cr1 Hf1 Nb1 Ti1 Zr1,ANNEAL,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.2,,1328.0,1884.0,,
Cr1 Hf1 Nb1 Ti1 Zr1,ANNEAL,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.2,,1322.0,1726.0,,
Cr1 Hf1 Nb1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.2,,1375.0,2130.0,3.0,
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.1,,1157.0,1468.0,,
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.1,,1253.0,1393.0,,95.0
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.1,,1140.0,1463.0,,95.0
Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.1,,1120.0,1376.0,30.0,95.0
Hf1 Nb1 Ti1 V1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,,8.1,,1170.0,1463.0,29.6,
Cr1 Ta1 Ti0.17 V1 W1,POWDER,other,25.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,4.08,23.98,0.0,0.0,0.0,23.98,0.0,23.98,0.0,715.0,12.6,,2034.0,,1.5,
Cr1 Ta1 Ti0.3 V1 W1,POWDER,other,25.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,6.98,23.26,0.0,0.0,0.0,23.26,0.0,23.26,0.0,780.0,12.3,,2050.0,,1.5,
Cr1 Ta1 V1 W1,POWDER,other,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,715.0,13.0,,2327.0,,1.5,
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,0.0,12.78,30.73,0.0,0.0,7.99,30.73,0.0,,10.4,,845.0,,,122.0
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.0,24.39,24.39,12.2,0.0,12.2,0.0,2.44,442.0,7.7,,1350.0,2150.0,,
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,0.0,23.26,23.26,11.63,0.0,11.63,0.0,6.98,494.0,7.5,,1370.0,1950.0,,
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,22.22,11.11,0.0,11.11,0.0,11.11,524.0,7.2,,1600.0,1900.0,,
Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,0.0,21.28,21.28,10.64,0.0,10.64,0.0,14.89,580.0,7.0,,1550.0,1900.0,,
Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,0.0,20.41,20.41,10.2,0.0,10.2,0.0,18.37,640.0,6.8,,1650.0,2000.0,,
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,12.5,0.0,12.5,0.0,0.0,400.0,7.9,,1150.0,1500.0,,
