formula,processing,structure_type,test_temp_C,Al_at_pct,Co_at_pct,Cr_at_pct,Cu_at_pct,Fe_at_pct,Mn_at_pct,Ni_at_pct,Ti_at_pct,V_at_pct,Zr_at_pct,Nb_at_pct,Mo_at_pct,W_at_pct,Hf_at_pct,Ta_at_pct,Si_at_pct,hardness_HV,density_calc,grain_size_um,yield_strength_MPa,uts_MPa,elongation_pct,young_modulus_calc_GPa
Al0.25 Co1 Fe1 Ni1,CAST,FCC,25.0,7.69,30.77,0.0,0.0,30.77,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,7.9,,158.0,,,192.0
Al0.5 Co1 Fe1 Ni1,CAST,other,25.0,14.29,28.57,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,7.4,,346.0,,,
Al0.75 Co1 Fe1 Ni1,CAST,other,25.0,20.0,26.67,0.0,0.0,26.67,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,7.0,,794.0,,,
Al1 Co1 Fe1 Ni1,CAST,BCC,25.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,6.6,,964.0,,,162.0
Co1 Fe1 Ni1,CAST,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,8.5,,204.0,,,207.0
Co1 Fe1 Ni1,CAST,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,8.5,,209.0,,,207.0
Co1 Fe1 Ni1 Si0.25,CAST,FCC,25.0,0.0,30.77,0.0,0.0,30.77,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,149.0,7.7,,196.0,,,186.0
Co1 Fe1 Ni1 Si0.5,CAST,other,25.0,0.0,28.57,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,287.0,7.1,,476.0,,,
Co1 Fe1 Ni1 Si0.75,CAST,other,25.0,0.0,26.67,0.0,0.0,26.67,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,570.0,6.6,,1301.0,,,
Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,24.0,274.0,708.0,39.0,226.0
Co1 Cr1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,36.0,282.0,694.0,44.0,222.0
Co1 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.3,41.0,300.0,860.0,60.0,231.0
Co1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,48.0,170.0,550.0,41.0,204.0
Co1 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5,28.0,211.0,513.0,31.0,207.0
Co1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,32.0,231.0,653.0,38.0,202.0
Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,30.0,221.0,602.0,36.0,203.0
Co1 Cr1 Fe1 Nb0.103 Ni1,CAST,other,25.0,0.0,24.37,24.37,0.0,24.37,0.0,24.37,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,318.0,622.0,19.0,
Co1 Cr1 Fe1 Nb0.155 Ni1,CAST,other,25.0,0.0,24.07,24.07,0.0,24.07,0.0,24.07,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,322.0,744.0,23.0,
Co1 Cr1 Fe1 Nb0.206 Ni1,CAST,other,25.0,0.0,23.78,23.78,0.0,23.78,0.0,23.78,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,403.0,807.0,9.0,
Co1 Cr1 Fe1 Nb0.309 Ni1,CAST,other,25.0,0.0,23.21,23.21,0.0,23.21,0.0,23.21,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,479.0,879.0,4.0,
Co1 Cr1 Fe1 Nb0.412 Ni1,CAST,other,25.0,0.0,22.67,22.67,0.0,22.67,0.0,22.67,0.0,0.0,0.0,9.34,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,638.0,1004.0,1.0,
Co1 Cr1 Fe1 Ni1,CAST,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,175.0,148.0,413.0,48.0,226.0
Al0.5 Co1 Cr1 Fe1 Ni1 Ti1,CAST,other,25.0,9.09,18.18,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.6,,,1600.0,,
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.667,CAST,other,25.0,23.07,15.39,15.39,0.0,15.39,0.0,15.39,15.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.9,,,2110.0,,
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5 Ti0.5,CAST,other,25.0,28.57,14.29,14.29,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,5.6,,,1030.0,,
Al1 Co1 Cr1 Fe1 Ni1 Ti1,CAST,other,25.0,16.67,16.67,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.2,0.15,,2280.0,,
Co1 Cr1 Fe1 Ni1 Ti1,CAST,FCC,25.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,,,2020.0,,195.0
Al0.7 Co0.3 Cr1 Fe1 Ni1,POWDER,other,25.0,17.5,7.5,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,6.8,,2033.0,2635.0,8.0,
Al1 Co1 Cr1 Fe1 Ni1,CAST,BCC,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1251.0,2004.0,,184.0
Al1 C0.1 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,957.0,2550.0,,
Al1 C0.2 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.6,,906.0,2386.0,,
Al1 C0.3 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.5,,867.0,2178.0,,
Al1 C0.4 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.5,,1056.0,2375.0,,
Al1 C0.5 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.4,,1060.0,2250.0,,
Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.9,,1255.0,2083.0,,
Al1 C1 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.2,,1251.0,2166.0,,
Al1 Co1 Cr1 Fe1 Ni1,CAST,BCC,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1138.0,,,184.0
Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,CAST,BCC,25.0,19.61,19.61,19.61,0.0,19.61,0.0,19.61,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,,6.8,,1804.0,2280.0,,188.0
Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,CAST,other,25.0,19.23,19.23,19.23,0.0,19.23,0.0,19.23,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,,6.9,,2456.0,2953.0,,
Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,CAST,other,25.0,18.87,18.87,18.87,0.0,18.87,0.0,18.87,0.0,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0,,7.0,,2649.0,3208.0,,
Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,CAST,other,25.0,18.52,18.52,18.52,0.0,18.52,0.0,18.52,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,,7.0,,2670.0,3161.0,,
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,CAST,other,25.0,18.18,18.18,18.18,0.0,18.18,0.0,18.18,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,,7.1,,2757.0,3036.0,,
Al1 Co1 Cr1 Fe1 Ni1,CAST,BCC,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1051.0,,,184.0
Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,CAST,BCC,25.0,19.61,19.61,19.61,0.0,19.61,0.0,19.61,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,569.0,6.8,,1641.0,3285.0,,182.0
Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,CAST,other,25.0,19.05,19.05,19.05,0.0,19.05,0.0,19.05,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,668.0,6.8,,1959.0,3008.0,,
Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,CAST,other,25.0,18.18,18.18,18.18,0.0,18.18,0.0,18.18,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,747.0,7.0,,2473.0,3170.0,,
Al1 Co1 Cr1 Fe1 Ni1,CAST,BCC,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,6.7,,1373.0,3531.0,,184.0
Al1 Co1 Cr1 Fe1 Ni1,CAST,BCC,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1110.0,,,184.0
Al1 Co1 Cr1 Fe1 Ni1 Si1,CAST,other,25.0,16.67,16.67,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,,5.7,,2411.0,2950.0,,
Al1 Co1 Cr1 Fe1 Ni1 Si0.2,CAST,BCC,25.0,19.23,19.23,19.23,0.0,19.23,0.0,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,,6.5,,1265.0,2173.0,,176.0
Al1 Co1 Cr1 Fe1 Ni1 Si0.4,CAST,BCC,25.0,18.52,18.52,18.52,0.0,18.52,0.0,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,,6.2,,1481.0,2444.0,,169.0
Al1 Co1 Cr1 Fe1 Ni1 Si0.6,CAST,BCC,25.0,17.86,17.86,17.86,0.0,17.86,0.0,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,,6.0,,1834.0,2195.0,,162.0
Al1 Co1 Cr1 Fe1 Ni1 Si0.8,CAST,other,25.0,17.24,17.24,17.24,0.0,17.24,0.0,17.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,,5.8,,2179.0,2664.0,,
Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5,CAST,FCC,25.0,4.55,18.18,18.18,13.64,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.5,,750.0,1970.0,,189.0
Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,CAST,other,25.0,9.09,18.18,18.18,9.09,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1580.0,2389.0,,
Al0.75 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5,CAST,other,25.0,13.64,18.18,18.18,4.55,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.8,,1900.0,2697.0,,
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,CAST,FCC,25.0,0.0,18.18,18.18,18.18,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,,700.0,1650.0,,194.0
Al1 Co1 Cr1 Fe1 Ni1 Ti1,CAST,other,25.0,16.67,16.67,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.2,,1860.0,2580.0,10.7,
Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,CAST,other,25.0,18.18,18.18,18.18,0.0,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,6.4,,2260.0,3140.0,24.4,
Al0.667 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti1,CAST,other,25.0,15.39,15.39,15.39,0.0,15.39,0.0,15.39,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.1,,2220.0,2720.0,6.6,
Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,3.85,19.23,19.23,0.0,19.23,19.23,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,7.7,,220.0,,56.0,212.0
Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,7.06,18.59,18.59,0.0,18.59,18.59,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,7.5,,244.0,,45.0,205.0
Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,7.92,18.42,18.42,0.0,18.42,18.42,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,7.4,,285.0,,35.0,
Al0.49 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,8.93,18.21,18.21,0.0,18.21,18.21,18.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,7.4,,331.0,,29.0,
Al0.56 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,10.07,17.99,17.99,0.0,17.99,17.99,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,7.3,,526.0,,16.0,
Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,11.03,17.79,17.79,0.0,17.79,17.79,17.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,7.2,,833.0,,5.0,
Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,8.0,,208.0,,62.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,ANNEAL,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,8.0,350.0,230.0,,,220.0
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,ANNEAL,other,25.0,0.0,19.05,19.05,0.0,19.05,19.05,19.05,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,7.9,130.0,200.0,,,
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,ANNEAL,FCC,25.0,0.0,18.18,18.18,0.0,18.18,18.18,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,7.8,250.0,620.0,,,210.0
Co1 Cr1 Fe1 Mn1 Ni1 V0.75,ANNEAL,other,25.0,0.0,17.39,17.39,0.0,17.39,17.39,17.39,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,7.7,500.0,740.0,1325.0,,
Co1 Cr1 Fe1 Mn1 Ni1 V1,ANNEAL,other,25.0,0.0,16.67,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,7.7,12.0,1660.0,1845.0,,
Al1 Cr1 Fe1 Ni1,CAST,other,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,6.3,,1406.0,2927.0,,
Al1 Cr1 Fe1 Mo0.2 Ni1,CAST,other,25.0,23.81,0.0,23.81,0.0,23.81,0.0,23.81,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,549.0,6.5,,1487.0,3222.0,,
Al1 Cr1 Fe1 Mo0.5 Ni1,CAST,other,25.0,22.22,0.0,22.22,0.0,22.22,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,622.0,6.8,,1749.0,2644.0,,
Al1 Cr1 Fe1 Mo0.8 Ni1,CAST,other,25.0,20.83,0.0,20.83,0.0,20.83,0.0,20.83,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,854.0,7.0,,1513.0,1513.0,,
Co1 Cr1 Cu1 Fe1 Ni1 Ti1,CAST,FCC,25.0,0.0,16.67,16.67,16.67,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.4,,1272.0,1272.0,2.0,185.0
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,CAST,FCC,25.0,0.0,18.18,18.18,18.18,18.18,0.0,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,,700.0,1650.0,22.0,194.0
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,CAST,other,25.0,0.0,17.24,17.24,17.24,17.24,0.0,17.24,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,1042.0,1848.0,3.0,
Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,CAST,other,25.0,14.29,14.29,14.29,14.29,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1005.0,,15.0,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,CAST,other,25.0,16.67,16.67,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1303.0,,24.0,
Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,CAST,other,25.0,14.29,14.29,14.29,14.29,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.6,,1234.0,,9.0,
Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1,CAST,other,25.0,14.29,14.29,14.29,14.29,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,,1469.0,,16.0,
Al1 Co1 Cr1 Cu1 Ni1 Ti1,,BCC,25.0,16.67,16.67,16.67,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.4,,,1495.0,,157.0
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y1,CAST,other,25.0,16.67,16.67,16.67,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.8,,,1192.0,,
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.5,CAST,other,25.0,16.67,16.67,16.67,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.1,,,1025.0,,
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.8,CAST,other,25.0,16.67,16.67,16.67,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.9,,,1325.0,,
Co1 Cu1 Fe1 Ni1,CAST,FCC,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,480.0,,187.0
Co1 Cu1 Fe1 Ni1 Sn0.02,CAST,FCC,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,548.0,,185.0
Co1 Cu1 Fe1 Ni1 Sn0.04,CAST,other,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,594.0,,
Co1 Cu1 Fe1 Ni1 Sn0.05,CAST,other,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,615.0,,
Co1 Cu1 Fe1 Ni1 Sn0.07,CAST,other,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,632.0,,
Co1 Cu1 Fe1 Ni1 Sn0.1,CAST,other,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.6,,,602.0,,
Co1 Cu1 Fe1 Ni1 Sn0.2,CAST,other,25.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.5,,,261.0,,
Co1 Cu1 Fe1 Mn1 Ni1,CAST,FCC,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,8.4,,,478.0,,189.0
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,CAST,FCC,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,8.4,,,465.0,,187.0
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,CAST,other,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,8.4,,,475.0,,
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,CAST,other,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,8.3,,,425.0,,
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,CAST,other,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,8.3,,,470.0,,
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,CAST,other,25.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,8.3,,,368.0,,
Co1 Cr1 Cu1 Fe1 Ni1,,FCC,25.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,8.3,,230.0,888.0,51.0,206.0
Al1 Cr1 Cu1 Fe1 Ni1 Ti1,ANNEAL,other,25.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,,,1219.0,,
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,CAST,FCC,25.0,22.5,0.0,0.0,20.0,15.01,0.0,20.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,5.9,,980.0,1326.0,,131.0
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,CAST,FCC,25.0,22.5,0.0,0.0,20.0,15.01,0.0,20.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,5.9,,980.0,1326.0,,131.0
Al1 Cu1 Fe1 Ni1 Ti1,CAST,FCC,25.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,6.1,,1074.0,1617.0,,137.0
Al1 Cu1 Ni1 Ti1,CAST,FCC,25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,5.7,,300.0,536.0,,122.0
Al1 Cu0.062 Li0.062 Mg0.062 Zn0.062,CAST,other,25.0,94.16,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.9,,488.0,879.0,17.0,
Al1 Li0.062 Mg0.062 Sn0.062 Zn0.062,CAST,other,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,415.0,836.0,16.0,
Al1 Li0.5 Mg1 Sn0.2 Zn0.5,CAST,other,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.9,,546.0,546.0,,
Al1 Li1 Mg1 Sn1 Zn1,CAST,other,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.9,,600.0,615.0,1.0,
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,OTHER,BCC,25.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,26.02,19.99,0.0,0.0,0.0,15.99,0.0,500.0,7.7,180.0,1965.0,2061.0,5.0,107.0
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,OTHER,BCC,25.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,26.02,19.99,0.0,0.0,0.0,19.99,0.0,490.0,8.1,200.0,1965.0,2054.0,5.0,110.0
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,OTHER,BCC,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,12.0,20.0,0.0,500.0,9.1,140.0,1841.0,2269.0,10.0,107.0
